Disease,ID
Metastatic melanoma,HMDB0000892
Eosinophilic esophagitis,HMDB0000892
Colorectal cancer,HMDB0029120
Colorectal cancer,HMDB0029121
Colorectal cancer,HMDB0029123
Colorectal cancer,HMDB0029126
Colorectal cancer,HMDB0029125
Colorectal cancer,HMDB0029127
Colorectal cancer,HMDB0029129
Colorectal cancer,HMDB0029130
Colorectal cancer,HMDB0029131
Colorectal cancer,HMDB0029132
Colorectal cancer,HMDB0029133
Colorectal cancer,HMDB0029134
Colorectal cancer,HMDB0029136
Colorectal cancer,HMDB0029137
Colorectal cancer,HMDB0029138
Colorectal cancer,HMDB0029139
Colorectal cancer,HMDB0029140
Colorectal cancer,HMDB0000484
Eosinophilic esophagitis,HMDB0000484
Colorectal cancer,HMDB0012308
Attachment loss,HMDB0012308
Missing teeth,HMDB0012308
Periodontal Probing Depth,HMDB0012308
Colorectal cancer,HMDB0000291
Aromatic L-amino acid decarboxylase deficiency,HMDB0000291
Eosinophilic esophagitis,HMDB0000291
Phenylketonuria,HMDB0000291
Brunner Syndrome,HMDB0000291
Hemodialysis,HMDB0000305
Endometrial cancer,HMDB0000305
Pregnancy,HMDB0000305
Abetalipoproteinemia,HMDB0000305
Lesch-Nyhan syndrome,HMDB0000292
Canavan disease,HMDB0000292
Xanthinuria type 1,HMDB0000292
Xanthinuria type II,HMDB0000292
Molybdenium co-factor deficiency,HMDB0000292
Uremia,HMDB0000292
Degenerative disc disease,HMDB0000292
Hydrocephalus,HMDB0000292
3-Methyl-crotonyl-glycinuria,HMDB0000292
Colorectal cancer,HMDB0000292
Crohn's disease,HMDB0000292
Ulcerative colitis,HMDB0000292
Cystic fibrosis,HMDB0000292
Eosinophilic esophagitis,HMDB0000292
Molybdenum cofactor deficiency,HMDB0000292
"Sulfite oxidase deficiency, ISOLATED",HMDB0000292
Adenosine kinase deficiency,HMDB0000292
Phosphoribosylpyrophosphate Synthetase Superactivity,HMDB0000292
Uremia,HMDB0000299
Crohn's disease,HMDB0000299
Ulcerative colitis,HMDB0000299
Metastatic melanoma,HMDB0000299
Colorectal cancer,HMDB0000299
Hemodialysis,HMDB0000881
Colorectal cancer,HMDB0000881
Kynureninase deficiency,HMDB0000881
Eosinophilic esophagitis,HMDB0000881
Glucagon deficiency,HMDB0003345
Beckwith-Wiedemann Syndrome,HMDB0003345
3-Hydroxy-3-methylglutaryl-CoA lyase deficiency,HMDB0003345
"Hyperinsulinemic hypoglycemia, familial, 1, HHF1",HMDB0003345
"Long-chain Fatty Acids, Defect in Transport of",HMDB0003345
Carnitine transporter defect; primary systemic carnitine deficiency,HMDB0003345
"Fructose-1,6-diphosphatase deficiency",HMDB0003345
"Leigh's syndrome, subacute necrotizing encephalopathy, SNE",HMDB0003345
Proprotein Convertase 1/3 Deficiency,HMDB0003345
"Diabetes and Deafness, Maternally Inherited",HMDB0003345
3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency,HMDB0003345
Primary hypomagnesemia,HMDB0003345
Leptin Deficiency or Dysfunction,HMDB0003345
21-Hydroxylase deficiency,HMDB0003345
3-Hydroxyacyl-CoA dehydrogenase deficiency,HMDB0003345
Carnitine palmitoyltransferase I deficiency,HMDB0003345
Acute myelogenous leukemia,HMDB0003345
Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency,HMDB0003345
Mitochondrial trifunctional protein deficiency,HMDB0003345
"Hypoglycemia, familial neonatal",HMDB0003345
Hyperlipoproteinemia,HMDB0003345
2-Methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency,HMDB0003345
Growth hormone deficiency,HMDB0003345
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete",HMDB0003345
"Maturity onset diabetes of the young, type 2",HMDB0003345
Schizophrenia,HMDB0003345
Early preeclampsia,HMDB0003345
Pregnancy,HMDB0003345
Late-onset preeclampsia,HMDB0003345
"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency",HMDB0003345
Infantile Liver Failure Syndrome 2,HMDB0003345
"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration",HMDB0003345
Donohue Syndrome,HMDB0003345
"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic",HMDB0003345
Sepsis,HMDB0003345
Lipodystrophy,HMDB0003345
"Lipodystrophy, Congenital Generalized",HMDB0003345
Partial lipodystrophy,HMDB0003345
Familial partial lipodystrophy,HMDB0003345
3-Methyl-crotonyl-glycinuria,HMDB0003345
Addison's Disease,HMDB0003345
Fanconi Bickel syndrome,HMDB0003345
Wolcott-Rallison syndrome,HMDB0003345
Alzheimer's disease,HMDB0003345
Glucose transporter type 1 deficiency syndrome,HMDB0003345
Irritable bowel syndrome,HMDB0003345
Ulcerative colitis,HMDB0003345
Gout,HMDB0003345
Rheumatoid arthritis,HMDB0003345
Colorectal cancer,HMDB0003345
Diverticular disease,HMDB0003345
Diabetes mellitus type 2,HMDB0003345
Diabetes mellitus type 1,HMDB0003345
Eosinophilic esophagitis,HMDB0003345
Colorectal cancer,HMDB0004670
Colorectal cancer,HMDB0000729
Lung Cancer,HMDB0000729
Eosinophilic esophagitis,HMDB0000729
Colorectal cancer,HMDB0000019
Maple syrup urine disease,HMDB0000019
Hypertension,HMDB0001388
Essential hypertension,HMDB0001388
Major depressive disorder,HMDB0001388
Isovaleric acidemia,HMDB0001388
Colorectal cancer,HMDB0001388
Thyroid cancer,HMDB0001388
Colorectal cancer,HMDB0029223
Endometrial cancer,HMDB0001893
Abetalipoproteinemia,HMDB0001893
Cerebrotendinous xanthomatosis,HMDB0001893
Vitamin E deficiency,HMDB0001893
Parkinson's disease,HMDB0001893
Colorectal cancer,HMDB0001893
Gaba-transaminase deficiency,HMDB0000056
Hyper beta-alaninemia,HMDB0000056
Methylmalonate semialdehyde dehydrogenase deficiency,HMDB0000056
Colorectal cancer,HMDB0000056
Crohn's disease,HMDB0000056
Ulcerative colitis,HMDB0000056
Perillyl alcohol administration for cancer treatment,HMDB0000056
Pancreatic cancer,HMDB0000056
Periodontal disease,HMDB0000056
Alzheimer's disease,HMDB0000056
Frontotemporal dementia,HMDB0000056
Lewy body disease,HMDB0000056
Dihydropyrimidine dehydrogenase deficiency,HMDB0000056
Eosinophilic esophagitis,HMDB0000056
Endometrial cancer,HMDB0000561
Obesity,HMDB0000561
Diabetes mellitus type 1,HMDB0000561
Thyroid cancer,HMDB0005821
Colorectal cancer,HMDB0002520
Short bowel syndrome,HMDB0000852
Colorectal cancer,HMDB0000852
Sitosterolemia,HMDB0000852
Colorectal cancer,HMDB0006335
Colorectal cancer,HMDB0000451
Hawkinsinuria,HMDB0000451
Alzheimer's disease,HMDB0000072
Frontotemporal dementia,HMDB0000072
Lewy body disease,HMDB0000072
Lung Cancer,HMDB0000072
Eosinophilic esophagitis,HMDB0000072
Schizophrenia,HMDB0000072
Amish lethal microcephaly,HMDB0000072
Colorectal cancer,HMDB0240219
Colorectal cancer,HMDB0001202
Attachment loss,HMDB0001202
Periodontal Probing Depth,HMDB0001202
Colorectal cancer,HMDB0000453
Colorectal cancer,HMDB0002902
Alzheimer's disease,HMDB0000112
Hepatic encephalopathy,HMDB0000112
Gaba-transaminase deficiency,HMDB0000112
Tuberculous meningitis,HMDB0000112
Meningitis,HMDB0000112
Epilepsy,HMDB0000112
Febrile seizures,HMDB0000112
Pyridoxine-dependent epilepsy,HMDB0000112
Hyperekplexia,HMDB0000112
Irritable bowel syndrome,HMDB0000112
Colorectal cancer,HMDB0000112
Crohn's disease,HMDB0000112
Ulcerative colitis,HMDB0000112
Perillyl alcohol administration for cancer treatment,HMDB0000112
Pancreatic cancer,HMDB0000112
Periodontal disease,HMDB0000112
Frontotemporal dementia,HMDB0000112
Lewy body disease,HMDB0000112
Hyper beta-alaninemia,HMDB0000112
Diabetes mellitus type 1,HMDB0000112
Eosinophilic esophagitis,HMDB0000112
Colorectal cancer,HMDB0001931
Colorectal cancer,HMDB0011737
Colorectal cancer,HMDB0011170
Colorectal cancer,HMDB0011171
Colorectal cancer,HMDB0034367
Colorectal cancer,HMDB0000594
Phenylketonuria,HMDB0000594
Lung Cancer,HMDB0003073
Isovaleric acidemia,HMDB0003073
Colorectal cancer,HMDB0003073
Prostate cancer,HMDB0001492
Endometrial cancer,HMDB0001492
Schizophrenia,HMDB0001492
Colorectal cancer,HMDB0001492
Colorectal cancer,HMDB0062555
Ribose-5-phosphate isomerase deficiency,HMDB0000211
Schizophrenia,HMDB0000211
Uremia,HMDB0000211
Alzheimer's disease,HMDB0000211
Colorectal cancer,HMDB0000211
Cachexia,HMDB0000211
Eosinophilic esophagitis,HMDB0000211
Colorectal cancer,HMDB0000213
Prostate cancer,HMDB0002985
Colorectal cancer,HMDB0001392
Hemodialysis,HMDB0001858
Uremia,HMDB0001858
Ulcerative colitis,HMDB0001858
Irritable bowel syndrome,HMDB0001858
Celiac disease,HMDB0001858
Nonalcoholic fatty liver disease,HMDB0001858
Diarrhoea predominant irritable bowel syndrome,HMDB0001858
Crohn's disease,HMDB0001858
Autism,HMDB0001858
Pervasive developmental disorder not otherwise specified,HMDB0001858
Enteritis,HMDB0001858
Clostridium difficile infection,HMDB0001858
Eosinophilic esophagitis,HMDB0001858
Colorectal cancer,HMDB0001858
Hemodialysis,HMDB0011635
Uremia,HMDB0011635
Colorectal cancer,HMDB0011635
Crohn's disease,HMDB0011635
Eosinophilic esophagitis,HMDB0011635
Colorectal cancer,HMDB0000822
Schizophrenia,HMDB0000020
Epilepsy,HMDB0000020
Colorectal cancer,HMDB0000020
Ulcerative colitis,HMDB0000020
Crohn's disease,HMDB0000020
Lung Cancer,HMDB0000020
Spina Bifida,HMDB0000020
Eosinophilic esophagitis,HMDB0000020
Perillyl alcohol administration for cancer treatment,HMDB0000020
Fumarase deficiency,HMDB0000020
Phenylketonuria,HMDB0000020
Diabetes mellitus type 2,HMDB0006088
Alcoholism,HMDB0006088
Colorectal cancer,HMDB0006088
Lung Cancer,HMDB0000958
Eosinophilic esophagitis,HMDB0000958
Amish lethal microcephaly,HMDB0000958
Lung Cancer,HMDB0062561
Eosinophilic esophagitis,HMDB0062561
Amish lethal microcephaly,HMDB0062561
Colorectal cancer,HMDB0037396
Colorectal cancer,HMDB0035514
