Condition,ID,Metabolite
colorectal cancer,HMDB0004610,Phytosphingosine
colorectal cancer,HMDB0004620,N-a-Acetyl-L-arginine
colorectal cancer,HMDB0004666,"MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
colorectal cancer,HMDB0004667,13-HODE
colorectal cancer,HMDB0004670,alpha-Dimorphecolic acid
colorectal cancer,HMDB0004827,Proline betaine
colorectal cancer,HMDB0004947,Cer(d18:1/12:0)
colorectal cancer,HMDB0004948,Cer(d18:1/18:1(9Z))
colorectal cancer,HMDB0004949,Cer(d18:1/16:0)
colorectal cancer,HMDB0004950,Cer(d18:1/18:0)
colorectal cancer,HMDB0004951,Cer(d18:1/20:0)
colorectal cancer,HMDB0004952,Cer(d18:1/22:0)
colorectal cancer,HMDB0004953,Cer(d18:1/24:1(15Z))
colorectal cancer,HMDB0004955,Cer(d18:1/26:0)
colorectal cancer,HMDB0004956,Cer(d18:1/24:0)
colorectal cancer,HMDB0004957,Cer(d18:1/25:0)
colorectal cancer,HMDB0005006,Atorvastatin
colorectal cancer,HMDB0005015,Gabapentin
colorectal cancer,HMDB0005060,Eicosadienoic acid
colorectal cancer,HMDB0005065,Oleoylcarnitine
colorectal cancer,HMDB0005199,(R)-Salsolinol
colorectal cancer,HMDB0005781,Glycitein
colorectal cancer,HMDB0005782,Hesperetin
colorectal cancer,HMDB0005800,Luteolin
colorectal cancer,HMDB0005801,Kaempferol
colorectal cancer,HMDB0005807,Gallic acid
colorectal cancer,HMDB0005810,Eriodictyol
colorectal cancer,HMDB0006029,N-Acetylglutamine
colorectal cancer,HMDB0006088,scyllo-Inositol
colorectal cancer,HMDB0006101,Enterolactone
colorectal cancer,HMDB0006116,3-Hydroxyhippuric acid
colorectal cancer,HMDB0006119,7beta-Hydroxycholesterol
colorectal cancer,HMDB0006335,beta-Tocopherol
colorectal cancer,HMDB0006344,Phenylacetylglutamine
colorectal cancer,HMDB0006483,D-Aspartic acid
colorectal cancer,HMDB0006528,Docosapentaenoic acid (22n-3)
colorectal cancer,HMDB0006547,Stearidonic acid
colorectal cancer,HMDB0006809,Nicotinic acid ribonucleoside
colorectal cancer,HMDB0006899,Alanylglycine
colorectal cancer,HMDB0010169,SM(d18:1/16:0)
colorectal cancer,HMDB0010325,Ethyl glucuronide
colorectal cancer,HMDB0010378,"5,8,11-Eicosatrienoic acid"
colorectal cancer,HMDB0010382,LysoPC(16:0/0:0)
colorectal cancer,HMDB0010384,LysoPC(18:0/0:0)
colorectal cancer,HMDB0010738,1-Methylxanthine
colorectal cancer,HMDB0011103,"1,7-Dimethyluric acid"
colorectal cancer,HMDB0011107,7-Methyluric acid
colorectal cancer,HMDB0011130,LysoPE(18:0/0:0)
colorectal cancer,HMDB0011131,MG(18:0/0:0/0:0)
colorectal cancer,HMDB0011152,LysoPE(P-16:0/0:0)
colorectal cancer,HMDB0011170,gamma-Glutamylisoleucine
colorectal cancer,HMDB0011171,gamma-Glutamylleucine
colorectal cancer,HMDB0011178,Prolylglycine
colorectal cancer,HMDB0011179,Prolylphenylalanine
colorectal cancer,HMDB0011503,LysoPE(16:0/0:0)
colorectal cancer,HMDB0011506,LysoPE(18:1(9Z)/0:0)
colorectal cancer,HMDB0011507,"LysoPE(18:2(9Z,12Z)/0:0)"
colorectal cancer,HMDB0011530,MG(0:0/14:0/0:0)
colorectal cancer,HMDB0011531,MG(0:0/14:1(9Z)/0:0)
colorectal cancer,HMDB0011532,MG(0:0/15:0/0:0)
colorectal cancer,HMDB0011533,MG(0:0/16:0/0:0)
colorectal cancer,HMDB0011534,MG(0:0/16:1(9Z)/0:0)
colorectal cancer,HMDB0011535,MG(0:0/18:0/0:0)
colorectal cancer,HMDB0011536,MG(0:0/18:1(11Z)/0:0)
colorectal cancer,HMDB0011537,MG(0:0/18:1(9Z)/0:0)
colorectal cancer,HMDB0011538,"MG(0:0/18:2(9Z,12Z)/0:0)"
colorectal cancer,HMDB0011539,"MG(0:0/18:3(6Z,9Z,12Z)/0:0)"
colorectal cancer,HMDB0011540,"MG(0:0/18:3(9Z,12Z,15Z)/0:0)"
colorectal cancer,HMDB0011541,"MG(0:0/18:4(6Z,9Z,12Z,15Z)/0:0)"
colorectal cancer,HMDB0011542,MG(0:0/20:0/0:0)
colorectal cancer,HMDB0011543,MG(0:0/20:1(11Z)/0:0)
colorectal cancer,HMDB0011544,"MG(0:0/20:2(11Z,14Z)/0:0)"
colorectal cancer,HMDB0011546,"MG(0:0/20:3(5Z,8Z,11Z)/0:0)"
colorectal cancer,HMDB0011547,"MG(0:0/20:3(8Z,11Z,14Z)/0:0)"
colorectal cancer,HMDB0011549,"MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)"
colorectal cancer,HMDB0011550,"MG(0:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
colorectal cancer,HMDB0011551,MG(0:0/22:0/0:0)
colorectal cancer,HMDB0011552,MG(0:0/22:1(13Z)/0:0)
colorectal cancer,HMDB0011553,"MG(0:0/22:2(13Z,16Z)/0:0)"
colorectal cancer,HMDB0011554,"MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0)"
colorectal cancer,HMDB0011555,"MG(0:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
colorectal cancer,HMDB0011556,"MG(0:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
colorectal cancer,HMDB0011557,"MG(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
colorectal cancer,HMDB0011558,MG(0:0/24:0/0:0)
colorectal cancer,HMDB0011559,MG(0:0/24:1(15Z)/0:0)
colorectal cancer,HMDB0011561,MG(14:0/0:0/0:0)
colorectal cancer,HMDB0011562,MG(14:1(9Z)/0:0/0:0)
colorectal cancer,HMDB0011563,MG(15:0/0:0/0:0)
colorectal cancer,HMDB0011564,MG(16:0/0:0/0:0)
colorectal cancer,HMDB0011565,MG(16:1(9Z)/0:0/0:0)
colorectal cancer,HMDB0011566,MG(18:1(11Z)/0:0/0:0)
colorectal cancer,HMDB0011567,MG(18:1(9Z)/0:0/0:0)
colorectal cancer,HMDB0011568,"MG(18:2(9Z,12Z)/0:0/0:0)"
colorectal cancer,HMDB0011569,"MG(18:3(6Z,9Z,12Z)/0:0/0:0)"
colorectal cancer,HMDB0011570,"MG(18:3(9Z,12Z,15Z)/0:0/0:0)"
colorectal cancer,HMDB0011571,"MG(18:4(6Z,9Z,12Z,15Z)/0:0/0:0)"
colorectal cancer,HMDB0011572,MG(20:0/0:0/0:0)
colorectal cancer,HMDB0011573,MG(20:1(11Z)/0:0/0:0)
colorectal cancer,HMDB0011574,"MG(20:2(11Z,14Z)/0:0/0:0)"
colorectal cancer,HMDB0011576,"MG(20:3(5Z,8Z,11Z)/0:0/0:0)"
colorectal cancer,HMDB0011577,"MG(20:3(8Z,11Z,14Z)/0:0/0:0)"
colorectal cancer,HMDB0011578,"MG(20:4(5Z,8Z,11Z,14Z)/0:0/0:0)"
colorectal cancer,HMDB0011579,"MG(20:4(8Z,11Z,14Z,17Z)/0:0/0:0)"
colorectal cancer,HMDB0011580,"MG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0/0:0)"
colorectal cancer,HMDB0011581,MG(22:0/0:0/0:0)
colorectal cancer,HMDB0011582,MG(22:1(13Z)/0:0/0:0)
colorectal cancer,HMDB0011583,"MG(22:2(13Z,16Z)/0:0/0:0)"
colorectal cancer,HMDB0011584,"MG(22:4(7Z,10Z,13Z,16Z)/0:0/0:0)"
colorectal cancer,HMDB0011585,"MG(22:5(4Z,7Z,10Z,13Z,16Z)/0:0/0:0)"
colorectal cancer,HMDB0011586,"MG(22:5(7Z,10Z,13Z,16Z,19Z)/0:0/0:0)"
colorectal cancer,HMDB0011587,"MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0)"
colorectal cancer,HMDB0011588,MG(24:0/0:0/0:0)
colorectal cancer,HMDB0011589,MG(24:1(15Z)/0:0/0:0)
colorectal cancer,HMDB0011616,"Adenosine 2',3'-cyclic phosphate"
colorectal cancer,HMDB0011635,p-Cresol sulfate
colorectal cancer,HMDB0011718,4-Hydroxybenzaldehyde
colorectal cancer,HMDB0011724,4-Hydroxybenzyl alcohol
colorectal cancer,HMDB0011731,5-Keto-D-gluconate
colorectal cancer,HMDB0011733,Glycyl-glycine
colorectal cancer,HMDB0011737,gamma-Glutamylglutamic acid
colorectal cancer,HMDB0011739,Galactinol dihydrate
colorectal cancer,HMDB0011745,N-Acetyl-L-methionine
colorectal cancer,HMDB0011747,Ciliatine
colorectal cancer,HMDB0011749,2-Piperidinone
colorectal cancer,HMDB0011756,N-Acetylleucine
colorectal cancer,HMDB0011757,N-Acetylvaline
colorectal cancer,HMDB0012141,"(R)-2,3-Dihydroxy-isovalerate"
colorectal cancer,HMDB0012154,3-Dehydrocarnitine
colorectal cancer,HMDB0012273,Palmitic amide
colorectal cancer,HMDB0012308,Vanillin
colorectal cancer,HMDB0013078,Stearoylethanolamide
colorectal cancer,HMDB0013127,3-Hydroxybutyrylcarnitine
colorectal cancer,HMDB0013209,Alanyltryptophan
colorectal cancer,HMDB0013240,Indoleacetyl glutamine
colorectal cancer,HMDB0013243,Leucylphenylalanine
colorectal cancer,HMDB0013302,Phenylalanylphenylalanine
colorectal cancer,HMDB0013609,D-Tryptophan
colorectal cancer,HMDB0013631,Oleoyl glycine
colorectal cancer,HMDB0013678,4-Hydroxyhippuric acid
colorectal cancer,HMDB0013713,N-Acetyltryptophan
colorectal cancer,HMDB0013716,Norvaline
colorectal cancer,HMDB0014426,Lidocaine
colorectal cancer,HMDB0014487,Diltiazem
colorectal cancer,HMDB0015044,Quinidine
colorectal cancer,HMDB0015166,Probenecid
colorectal cancer,HMDB0028680,Alanylalanine
colorectal cancer,HMDB0028686,Alanylglutamic acid
colorectal cancer,HMDB0028689,Alanylhistidine
colorectal cancer,HMDB0028690,Alanylisoleucine
colorectal cancer,HMDB0028691,Alanylleucine
colorectal cancer,HMDB0028694,Alanylphenylalanine
colorectal cancer,HMDB0028695,Alanylproline
colorectal cancer,HMDB0028697,Alanylthreonine
colorectal cancer,HMDB0028699,Alanyltyrosine
colorectal cancer,HMDB0028700,Alanylvaline
colorectal cancer,HMDB0028712,Arginylisoleucine
colorectal cancer,HMDB0028713,Arginylleucine
colorectal cancer,HMDB0028715,Arginylmethionine
colorectal cancer,HMDB0028716,Arginylphenylalanine
colorectal cancer,HMDB0028717,Arginylproline
colorectal cancer,HMDB0028721,Arginyltyrosine
colorectal cancer,HMDB0028722,Arginylvaline
colorectal cancer,HMDB0028734,Asparaginylisoleucine
colorectal cancer,HMDB0028735,Asparaginyl-Leucine
colorectal cancer,HMDB0028744,Asparaginyl-Valine
colorectal cancer,HMDB0028757,Aspartyl-Leucine
colorectal cancer,HMDB0028764,Aspartyl-Tryptophan
colorectal cancer,HMDB0028795,Glutaminylglutamine
colorectal cancer,HMDB0028800,Glutaminylisoleucine
colorectal cancer,HMDB0028822,Glutamylisoleucine
colorectal cancer,HMDB0028823,Glutamylleucine
colorectal cancer,HMDB0028830,Glutamyltryptophan
colorectal cancer,HMDB0028831,Glutamyltyrosine
colorectal cancer,HMDB0028832,Glutamylvaline
colorectal cancer,HMDB0028844,Glycyl-Isoleucine
colorectal cancer,HMDB0028847,Glycyl-Methionine
colorectal cancer,HMDB0028848,Glycyl-Phenylalanine
colorectal cancer,HMDB0028851,Glycyl-Threonine
colorectal cancer,HMDB0028852,Glycyl-Tryptophan
colorectal cancer,HMDB0028853,Glycyltyrosine
colorectal cancer,HMDB0028854,Glycylvaline
colorectal cancer,HMDB0028878,Histidylalanine
colorectal cancer,HMDB0028885,Histidylglycine
colorectal cancer,HMDB0028888,Histidylisoleucine
colorectal cancer,HMDB0028889,Histidylleucine
colorectal cancer,HMDB0028892,Histidylphenylalanine
colorectal cancer,HMDB0028893,Histidylproline
colorectal cancer,HMDB0028896,Histidyltryptophan
colorectal cancer,HMDB0028898,Histidylvaline
colorectal cancer,HMDB0028900,Isoleucyl-Alanine
colorectal cancer,HMDB0028901,Isoleucyl-Arginine
colorectal cancer,HMDB0028902,Isoleucyl-Asparagine
colorectal cancer,HMDB0028903,Isoleucyl-Aspartate
colorectal cancer,HMDB0028906,Isoleucyl-Glutamate
colorectal cancer,HMDB0028907,Isoleucyl-Glycine
colorectal cancer,HMDB0028910,Isoleucyl-Isoleucine
colorectal cancer,HMDB0028911,Isoleucyl-Leucine
colorectal cancer,HMDB0028913,Isoleucyl-Methionine
colorectal cancer,HMDB0028914,Isoleucyl-Phenylalanine
colorectal cancer,HMDB0028916,Isoleucyl-Serine
colorectal cancer,HMDB0028917,Isoleucyl-Threonine
colorectal cancer,HMDB0028918,Isoleucyl-Tryptophan
colorectal cancer,HMDB0028919,Isoleucyl-Tyrosine
colorectal cancer,HMDB0028920,Isoleucyl-Valine
colorectal cancer,HMDB0028922,Leucylalanine
colorectal cancer,HMDB0028923,Leucyl-Arginine
colorectal cancer,HMDB0028924,Leucyl-Asparagine
colorectal cancer,HMDB0028928,Leucyl-Glutamate
colorectal cancer,HMDB0028929,Leucyl-Glycine
colorectal cancer,HMDB0028932,Leucyl-Isoleucine
colorectal cancer,HMDB0028933,Leucylleucine
colorectal cancer,HMDB0028935,Leucyl-Methionine
colorectal cancer,HMDB0028938,Leucyl-Serine
colorectal cancer,HMDB0028939,Leucyl-Threonine
colorectal cancer,HMDB0028940,Leucyl-Tryptophan
colorectal cancer,HMDB0028941,Leucyl-Tyrosine
colorectal cancer,HMDB0028942,Leucyl-Valine
colorectal cancer,HMDB0028954,Lysylisoleucine
colorectal cancer,HMDB0028955,Lysylleucine
colorectal cancer,HMDB0028958,Lysylphenylalanine
colorectal cancer,HMDB0028959,Lysylproline
colorectal cancer,HMDB0028963,Lysyltyrosine
colorectal cancer,HMDB0028964,Lysylvaline
colorectal cancer,HMDB0028966,Methionyl-Alanine
colorectal cancer,HMDB0028980,Methionyl-Phenylalanine
colorectal cancer,HMDB0028983,Methionyl-Threonine
colorectal cancer,HMDB0028986,Methionyl-Valine
colorectal cancer,HMDB0028988,Phenylalanylalanine
colorectal cancer,HMDB0028991,Phenylalanylaspartic acid
colorectal cancer,HMDB0028994,Phenylalanylglutamic acid
colorectal cancer,HMDB0028995,Phenylalanylglycine
colorectal cancer,HMDB0028998,Phenylalanylisoleucine
colorectal cancer,HMDB0029001,Phenylalanylmethionine
colorectal cancer,HMDB0029004,Phenylalanylserine
colorectal cancer,HMDB0029006,Phenylalanyltryptophan
colorectal cancer,HMDB0029007,Phenylalanyltyrosine
colorectal cancer,HMDB0029008,Phenylalanylvaline
colorectal cancer,HMDB0029010,Prolyl-Alanine
colorectal cancer,HMDB0029028,Prolyl-Tryptophan
colorectal cancer,HMDB0029042,Serylisoleucine
colorectal cancer,HMDB0029043,Serylleucine
colorectal cancer,HMDB0029046,Serylphenylalanine
colorectal cancer,HMDB0029047,Serylproline
colorectal cancer,HMDB0029052,Serylvaline
colorectal cancer,HMDB0029064,Threonylisoleucine
colorectal cancer,HMDB0029065,Threonylleucine
colorectal cancer,HMDB0029068,Threonylphenylalanine
colorectal cancer,HMDB0029074,Threonylvaline
colorectal cancer,HMDB0029076,Tryptophyl-Alanine
colorectal cancer,HMDB0029082,Tryptophyl-Glutamate
colorectal cancer,HMDB0029083,Tryptophyl-Glycine
colorectal cancer,HMDB0029086,Tryptophyl-Isoleucine
colorectal cancer,HMDB0029087,Tryptophyl-Leucine
colorectal cancer,HMDB0029090,Tryptophyl-Phenylalanine
colorectal cancer,HMDB0029091,Tryptophyl-Proline
colorectal cancer,HMDB0029094,Tryptophyl-Tryptophan
colorectal cancer,HMDB0029095,Tryptophyl-Tyrosine
colorectal cancer,HMDB0029096,Tryptophyl-Valine
colorectal cancer,HMDB0029098,Tyrosyl-Alanine
colorectal cancer,HMDB0029103,Tyrosyl-Glutamine
colorectal cancer,HMDB0029104,Tyrosyl-Glutamate
colorectal cancer,HMDB0029108,Tyrosyl-Isoleucine
colorectal cancer,HMDB0029109,Tyrosyl-Leucine
colorectal cancer,HMDB0029112,Tyrosyl-Phenylalanine
colorectal cancer,HMDB0029117,Tyrosyl-Tyrosine
colorectal cancer,HMDB0029118,Tyrosyl-Valine
colorectal cancer,HMDB0029120,Valylalanine
colorectal cancer,HMDB0029121,Valylarginine
colorectal cancer,HMDB0029123,Valylaspartic acid
colorectal cancer,HMDB0029125,Valylglutamine
colorectal cancer,HMDB0029126,Valylglutamic acid
colorectal cancer,HMDB0029127,Valylglycine
colorectal cancer,HMDB0029129,Valylhistidine
colorectal cancer,HMDB0029130,Valylisoleucine
colorectal cancer,HMDB0029131,Valylleucine
colorectal cancer,HMDB0029132,Valyllysine
colorectal cancer,HMDB0029133,Valylmethionine
colorectal cancer,HMDB0029134,Valylphenylalanine
colorectal cancer,HMDB0029136,Valylserine
colorectal cancer,HMDB0029137,Valylthreonine
colorectal cancer,HMDB0029138,Valyltryptophan
colorectal cancer,HMDB0029139,Valyltyrosine
colorectal cancer,HMDB0029140,Valylvaline
colorectal cancer,HMDB0029223,alpha-Methylphenylalanine
colorectal cancer,HMDB0029224,N-methylphenylalanine
colorectal cancer,HMDB0029377,Piperine
colorectal cancer,HMDB0029649,"2,4,6-Trihydroxybenzoic acid"
colorectal cancer,HMDB0029723,Saccharin
colorectal cancer,HMDB0029937,Panose
colorectal cancer,HMDB0029942,D-Arabinose
colorectal cancer,HMDB0030021,Fucosterol
colorectal cancer,HMDB0030180,Crustecdysone
colorectal cancer,HMDB0030667,Chrysoeriol
colorectal cancer,HMDB0030776,Maltol
colorectal cancer,HMDB0031057,2-Hydroxyhexadecanoic acid
colorectal cancer,HMDB0031068,Isopalmitic acid
colorectal cancer,HMDB0031072,12-Methyltridecanoic acid
colorectal cancer,HMDB0031193,"1,2,3-Propanetricarboxylic acid"
colorectal cancer,HMDB0031230,2-Ethylhexanoic acid
colorectal cancer,HMDB0031518,D-Malic acid
colorectal cancer,HMDB0031554,Sucralose
colorectal cancer,HMDB0031654,3-Aminobutanoic acid
colorectal cancer,HMDB0032055,N-Acetylhistidine
colorectal cancer,HMDB0032208,Citronellyl anthranilate
colorectal cancer,HMDB0032572,Methylparaben
colorectal cancer,HMDB0032616,Sinapic acid
colorectal cancer,HMDB0032985,5-(2-Hydroxyethyl)-4-methylthiazole
colorectal cancer,HMDB0033433,(S)-Homostachydrine
colorectal cancer,HMDB0033752,3-(2-Hydroxyphenyl)propanoic acid
colorectal cancer,HMDB0033896,Anacardic acid
colorectal cancer,HMDB0034146,Octadecanamide
colorectal cancer,HMDB0034219,D-Pinitol
colorectal cancer,HMDB0034220,Levoinositol
colorectal cancer,HMDB0034252,2-Aminoheptanedioic acid
colorectal cancer,HMDB0034301,Piperidine
colorectal cancer,HMDB0034367,gamma-Glutamylmethionine
colorectal cancer,HMDB0035514,"xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid"
colorectal cancer,HMDB0036323,"Secoisolariciresinol 9,9'-diglucoside"
colorectal cancer,HMDB0036657,Epi-alpha-amyrin
colorectal cancer,HMDB0037396,xi-10-Hydroxyoctadecanoic acid
colorectal cancer,HMDB0037397,17-Methyloctadecanoic acid
colorectal cancer,HMDB0038666,L-N-(1H-Indol-3-ylacetyl)aspartic acid
colorectal cancer,HMDB0039229,Pyro-L-glutaminyl-L-glutamine
colorectal cancer,HMDB0041623,N6-Carbamoyl-L-threonyladenosine
colorectal cancer,HMDB0041842,Bufotenin
colorectal cancer,HMDB0059655,2-Hydroxyglutarate
colorectal cancer,HMDB0059911,Paracetamol sulfate
colorectal cancer,HMDB0060015,Phenol sulphate
colorectal cancer,HMDB0060038,10Z-Heptadecenoic acid
colorectal cancer,HMDB0060256,L-Xylonic acid
colorectal cancer,HMDB0060493,N-Acetylmuramate
colorectal cancer,HMDB0061112,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid
colorectal cancer,HMDB0061115,Lenticin
colorectal cancer,HMDB0061656,3-Hydroxytetradecanoic acid
colorectal cancer,HMDB0061684,N-Acetylisoleucine
colorectal cancer,HMDB0061697,1-Stearoylglycerophosphoglycerol
colorectal cancer,HMDB0061701,LysoPC(0:0/18:1(9Z))
colorectal cancer,HMDB0061703,2-Stearoylglycerophosphoglycerol
colorectal cancer,HMDB0061705,6-Oxopiperidine-2-carboxylic acid
colorectal cancer,HMDB0061707,13-Methylmyristic acid
colorectal cancer,HMDB0061709,15-Methylpalmitate
colorectal cancer,HMDB0061711,Methylphosphate
colorectal cancer,HMDB0061712,Palmitoyl sphingomyelin
colorectal cancer,HMDB0061714,Docosadienoate (22:2n6)
colorectal cancer,HMDB0061822,Hexaethylene glycol
colorectal cancer,HMDB0061835,Heptaethylene glycol
colorectal cancer,HMDB0061864,Dihomolinoleic acid
colorectal cancer,HMDB0061883,Caproate (6:0)
colorectal cancer,HMDB0061890,Pyroglutamylglycine
colorectal cancer,HMDB0061914,8-Hydroxyoctanoate
colorectal cancer,HMDB0061918,"1,3-Dihydro-(2H)-indol-2-one"
colorectal cancer,HMDB0062121,Dihydroferulic acid
colorectal cancer,HMDB0062436,9Z-Eicosenoic acid
colorectal cancer,HMDB0062547,2-Hydroxyacetaminophen sulfate
colorectal cancer,HMDB0062549,2-Hydroxystearic acid
colorectal cancer,HMDB0062551,4-Ethylphenylsulfate
colorectal cancer,HMDB0062555,hydroxyisovaleroyl carnitine
colorectal cancer,HMDB0062557,N-Acetylthreonine
colorectal cancer,HMDB0062561,trizma acetate
colorectal cancer,HMDB0062562,Trans-urocanate
colorectal cancer,HMDB0062583,N-benzoylglycinate
colorectal cancer,HMDB0062620,L-Threonic Acid
colorectal cancer,HMDB0062651,2-oleoyl-sn-glycero-3-phosphocholine
colorectal cancer,HMDB0062656,Linoleamide
colorectal cancer,HMDB0062657,Epiandrosterone sulfate
colorectal cancer,HMDB0062660,N-methyl-L-glutamic Acid
colorectal cancer,HMDB0062720,Thymol Sulfate
colorectal cancer,HMDB0094646,2-Pentanamido-3-phenylpropanoic acid
colorectal cancer,HMDB0094648,Leu-Leu-Leu
colorectal cancer,HMDB0094649,2-Aminoheptanoate
colorectal cancer,HMDB0094650,"5alpha-Pregnan-3beta,20alpha-diol disulfate"
colorectal cancer,HMDB0094651,Pyroglutamylvaline
colorectal cancer,HMDB0094656,2-Hydroxydecanoate
colorectal cancer,HMDB0094657,2-Oxindole-3-acetate
colorectal cancer,HMDB0094673,Cyclo(Leu-Phe)
colorectal cancer,HMDB0094676,Val-Val-Val
colorectal cancer,HMDB0094680,Octaethylene glycol
colorectal cancer,HMDB0094682,"5alpha-Androstan-3alpha,17beta-diol disulfate"
colorectal cancer,HMDB0094684,Monooleoylglycerol
colorectal cancer,HMDB0094696,N-Methyl-L-proline
colorectal cancer,HMDB0094698,N-Propionylalanine
colorectal cancer,HMDB0094701,N-Acetylproline
colorectal cancer,HMDB0094704,N-Propionylmethionine
colorectal cancer,HMDB0094708,Tetraethylene glycol
colorectal cancer,HMDB0094710,3-[3-(Sulfooxy)phenyl]propanoic acid
colorectal cancer,HMDB0240219,cis-Vaccenic acid
colorectal cancer,HMDB0240252,Salicyluric beta-D-glucuronide
colorectal cancer,HMDB0240261,LysoPI(18:0/0:0)
colorectal cancer,HMDB0240262,LysoPC(0:0/16:0)
"colorectal, breast, or neuroendocrine cancer",HMDB0000561,beta-Carotene
"colorectal, breast, or neuroendocrine cancer",HMDB0001893,alpha-Tocopherol
combined malonic and methylmalonic aciduria,HMDB0000691,Malonic acid
combined oxidative phosphorylation deficiency 10,HMDB0000190,L-Lactic acid
combined oxidative phosphorylation deficiency 11,HMDB0000190,L-Lactic acid
