Biospecimen,Status,Value,Age,Sex,Condition,Reference,Details,ID
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Male,Supragingival Plaque,31026179,details,HMDB0003355
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0003818
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0003818
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0003818
Cerebrospinal Fluid (CSF),Detected and Quantified,0.063 uM,Infant (0-1 year old),Female,Aromatic L-amino acid decarboxylase deficiency,9686366,details,HMDB0000472
Cerebrospinal Fluid (CSF),Detected and Quantified,0.0970-0.136 uM,Children (1-13 years old),Female,Aromatic L-amino acid decarboxylase deficiency,9686366,details,HMDB0000472
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Both,Crohns disease,27609529,details,HMDB0000472
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Both,Ulcerative colitis,27609529,details,HMDB0000472
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Both,Enthesitis-related arthritis,27786174,details,HMDB0000472
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Crohns disease,27609529,details,HMDB0000472
Feces,Detected but not Quantified,Not Quantified,Children (6 - 18 years old),Not Specified,Ulcerative colitis,27609529,details,HMDB0000472
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25105552,details,HMDB0000472
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000525
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000525
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000525
Urine,Detected and Quantified,15-700 umol/mmol creatinine,Children (1 - 13 years old),Both,Medium Chain Acyl-CoA Dehydrogenase Deficiency,6616873,details,HMDB0000525
Urine,Detected and Quantified,47.146-384.404 umol/mmol creatinine,Children (1-13 years old),Not Specified,Medium Chain Acyl-CoA Dehydrogenase Deficiency,6434845,details,HMDB0000525
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000525
Urine,Detected and Quantified,3.5 (0.0-7.0) umol/mmol creatinine,Adult (>18 years old),Both,Medium Chain Acyl-CoA Dehydrogenase Deficiency,MetaGene: Metabol...,details,HMDB0000525
Blood,Detected and Quantified,0.50 +/- 0.028 uM,Elderly (>65 years old),Both,Alzheimer's disease,17031479,details,HMDB0000450
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000450
Urine,Detected and Quantified,20.963 umol/mmol creatinine,Adolescent (13-18 years old),Male,Hydroxylysinuria,4194840,details,HMDB0000450
Urine,Detected and Quantified,7.262 +/- 2.023 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000450
Urine,Detected and Quantified,5.507-7.110 umol/mmol creatinine,Adolescent (13-18 years old),Male,Hydroxylysinuria,4194840,details,HMDB0000450
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0011731
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0011731
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001227
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001227
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000529
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000529
Urine,Detected and Quantified,0.028 +/- 0.018 umol/mmol creatinine,Adult (>18 years old),Both,Thyroid cancer,14643447,details,HMDB0000449
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0094682
Blood,Detected and Quantified,9.0 +/- 2.5 uM,Adult (>18 years old),Both,Cerebrotendinous xanthomatosis (CTX),10901139,details,HMDB0000908
Blood,Detected and Quantified,30.6 +/- 1.4 uM,Adult (>18 years old),Female,Cirrhosis,10901139,details,HMDB0000908
Blood,Detected and Quantified,60.720-122.726 uM,Adult (>18 years old),Male,27-hydroxylase deficiency,16445943,details,HMDB0000908
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000908
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0094650
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0094650
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0094650
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Clostridium difficile infection,26871580,details,HMDB0000577
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000577
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,28842642,details,HMDB0000577
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohn disease,28842642,details,HMDB0000577
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0002658
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0002658
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0002658
Urine,Detected and Quantified,0.5 (0.0-1.0) umol/mmol creatinine,Adult (>18 years old),Both,Prostate Cancer,19212411,details,HMDB0002658
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Autosomal dominant polycystic kidney disease (ADPKD),21389975,details,HMDB0002658
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Diabetes mellitus,23637065,details,HMDB0002658
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0061705
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0061705
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0061705
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0061705
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25105552,details,HMDB0001316
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0000486
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000486
Urine,Detected and Quantified,<1-17 umol/mmol creatinine,Children (1 - 13 years old),Both,Medium Chain Acyl-CoA Dehydrogenase Deficiency,6616873,details,HMDB0000486
Urine,Detected and Quantified,50.199-156.0228 umol/mmol creatinine,Children (1-13 years old),Not Specified,Medium Chain Acyl-CoA Dehydrogenase Deficiency,6434845,details,HMDB0000486
Urine,Detected and Quantified,1.00 (0.00-2.00) umol/mmol creatinine,Adult (>18 years old),Both,Medium Chain Acyl-CoA Dehydrogenase Deficiency,MetaGene: Metabol...,details,HMDB0000486
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0000391
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000391
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000391
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0000391
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27015276,details,HMDB0000897
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000897
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0011107
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001991
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001991
Urine,Detected and Quantified,10.0 (2.7-17.8) umol/mmol creatinine,Adult (>18 years old),Both,Asthma,15537072,details,HMDB0001991
Blood,Detected and Quantified,0.054 +/- 0.019 uM,Adult (>18 years old),Both,Cirrhosis,8558093,details,HMDB0001496
Cerebrospinal Fluid (CSF),Detected and Quantified,0.005 +/- 0.0021  uM,Adult (>18 years old),Not Specified,Multiple Sclerosis,15576852,details,HMDB0001496
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001496
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001496
Cerebrospinal Fluid (CSF),Detected and Quantified,0.004 +/- 0.0017  uM,Adult (>18 years old),Both,Multiple Sclerosis,15576852,details,HMDB0006119
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0006119
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0006119
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0006119
Blood,Detected and Quantified,0.005 +/- 0.0007 uM,Adult (>18 years old),Both,Diabetes,11315839,details,HMDB0002032
Cerebrospinal Fluid (CSF),Detected and Quantified,0.19 (0.15-0.23) uM,Adult (>18 years old),Not Specified,Alzheimer's disease,11255442,details,HMDB0002032
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0002032
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0002032
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0061914
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27015276,details,HMDB0061914
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0061914
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0061914
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0062436
Blood,Detected and Quantified,33.5 +/- 22.3 uM,Adult (>18 years old),Both,Heart Transplant,21359215,details,HMDB0001859
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27015276,details,HMDB0001859
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,25037050,details,HMDB0001859
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001859
Urine,Detected and Quantified,50.71 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0001859
Blood,Detected and Quantified,42.2 +/- 17.3 uM,Adult (>18 years old),Both,Heart Transplant,21359215,details,HMDB0000042
Blood,Detected and Quantified,28.26 +/- 12.83  uM,Adult (>18 years old),Female,Pregnancy with fetuses with trisomy 18,23535240,details,HMDB0000042
Blood,Detected and Quantified,22.9 +/- 31.703  uM,Adult (>18 years old),Female,Pregnancy,23535240,details,HMDB0000042
Blood,Detected and Quantified,17.9 (6.0)  uM,Adult (>18 years old),Female,Early preeclampsia,22494326,details,HMDB0000042
Blood,Detected and Quantified,48.4 (50.4) uM,Adult (>18 years old),Female,Pregnancy,22494326,details,HMDB0000042
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25105552,details,HMDB0000042
Blood,Detected and Quantified,25.69 (7.99)  uM,Adult (>18 years old),Female,Pregnancy with fetus having congenital heart defect,24704061,details,HMDB0000042
Blood,Detected and Quantified,29.85 (8.26)  uM,Adult (>18 years old),Female,Pregnancy,24704061,details,HMDB0000042
Blood,Detected and Quantified,80.6 (101.5)  uM,Adult (>18 years old),Female,Late-onset preeclampsia,23159745,details,HMDB0000042
Blood,Detected and Quantified,48.55(36.76) uM,Adult (>18 years old),Both,Heart failure with reduced ejection fraction,26010610,details,HMDB0000042
Blood,Detected and Quantified,49.1 (52.5)  uM,Adult (>18 years old),Female,Pregnancy,23159745,details,HMDB0000042
Blood,Detected and Quantified,27.5 (17.6)  uM,Adult (>18 years old),Female,Down syndrome pregnancy,23313728,details,HMDB0000042
Blood,Detected and Quantified,30.1 (22.6)  uM,Adult (>18 years old),Female,Pregnancy,23313728,details,HMDB0000042
Breath,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Asthma,17658592,details,HMDB0000042
Cerebrospinal Fluid (CSF),Detected and Quantified,35.3 - 211.7 uM,Adult (>18 years old),Not Specified,Multiple sclerosis,17611627,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Both,autism,24130822,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Both,Pervasive Developmental Disorder Not Otherwise Specified,24130822,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,28587349,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,Colorectal cancer,Silke Matysi...,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21761941,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,21761941,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Newborn (0-30 days old),Both,Sepsis,28701177,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Intestinal infections,14684577,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohns disease,26806034,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,26806034,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Infant (0-1 year old),Not Specified,Genetically At-Risk of celiac disease,22432018,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Children (6 - <8 years old),Female,juvenile idiopathic arthritis,27021336,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25105552,details,HMDB0000042
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Campylobacter jejuni infection,17314143,details,HMDB0000042
